,PLAYER_ID,LEAGUE_ID,Team_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,203496,00,0,28,26,31.7,3.3,7.6,0.43,2.1,4.9,0.435,1.0,1.2,0.818,1.0,4.7,5.7,1.7,1.8,1.0,1.1,3.4,9.7
0,1628470,00,0,55,14,17.7,1.8,4.0,0.441,0.8,2.1,0.374,0.5,0.8,0.619,1.0,2.6,3.6,0.6,0.3,0.4,0.5,2.1,4.8
0,203109,00,0,94,73,30.0,3.6,9.1,0.395,2.0,5.8,0.343,1.6,2.1,0.775,0.7,4.9,5.6,1.9,0.9,0.5,0.8,2.7,10.9
0,203552,00,0,34,12,25.9,4.3,8.3,0.518,2.1,4.5,0.468,0.9,1.0,0.829,0.3,1.6,1.9,1.4,0.8,0.2,0.7,2.2,11.6
0,201939,00,0,112,110,37.8,8.7,19.4,0.45,4.2,10.5,0.401,4.8,5.3,0.906,0.8,4.6,5.4,6.3,1.6,0.3,3.5,2.5,26.5
0,203076,00,0,39,39,37.0,9.8,18.3,0.538,0.8,2.4,0.326,6.9,8.2,0.838,2.4,7.9,10.3,2.8,1.3,1.8,2.4,2.7,27.3
0,202334,00,0,33,0,11.8,1.2,2.5,0.5,0.0,0.1,0.0,0.8,1.3,0.568,1.4,3.2,4.6,0.5,0.1,0.4,0.5,1.8,3.2
0,1629056,00,0,6,0,14.0,2.3,4.8,0.483,1.3,3.2,0.421,1.2,1.2,1.0,0.3,1.8,2.2,1.2,0.2,0.0,1.0,1.8,7.2
0,201942,00,0,58,58,37.3,7.8,18.8,0.418,0.4,1.8,0.233,5.8,6.8,0.851,0.7,3.9,4.6,3.6,1.1,0.2,2.3,2.6,21.9
0,203473,00,0,16,3,9.6,1.5,2.6,0.585,0.1,0.2,0.333,1.3,2.3,0.568,1.8,2.3,4.1,0.4,0.1,0.3,0.9,1.6,4.4
0,1628978,00,0,13,4,18.1,2.0,5.2,0.388,0.7,2.5,0.273,1.0,1.5,0.65,0.8,3.2,3.9,1.5,0.8,0.3,1.2,1.9,5.7
0,1628977,00,0,3,0,8.4,1.3,3.7,0.364,0.3,1.7,0.2,1.3,2.3,0.571,0.7,1.3,2.0,0.3,0.0,0.7,0.7,0.0,4.3
0,203476,00,0,5,0,14.1,1.2,3.6,0.333,0.4,1.0,0.4,0.6,0.8,0.75,0.6,3.0,3.6,0.8,0.4,0.8,0.2,1.2,3.4
0,203915,00,0,6,0,22.2,4.7,10.5,0.444,1.5,4.0,0.375,1.7,2.3,0.714,0.7,1.5,2.2,1.5,0.3,0.0,1.3,1.7,12.5
0,1629029,00,0,13,13,38.1,12.3,24.9,0.494,3.6,9.2,0.392,5.3,8.8,0.6,0.6,8.2,8.8,9.5,1.2,0.5,4.8,2.6,33.5
0,1629652,00,0,6,6,29.2,4.5,12.7,0.355,2.2,8.3,0.26,1.3,2.5,0.533,0.8,2.8,3.7,1.0,0.3,1.0,2.5,4.2,12.5
0,201609,00,0,56,37,27.4,5.6,12.6,0.442,1.5,4.3,0.346,2.3,3.0,0.763,0.7,2.7,3.3,3.6,0.6,0.1,1.9,2.5,14.9
0,203083,00,0,13,13,28.0,5.5,10.8,0.507,0.0,0.2,0.0,2.1,5.0,0.415,3.9,7.1,11.0,0.7,0.8,1.1,2.0,2.8,13.0
0,201142,00,0,151,151,40.3,10.0,20.9,0.478,2.2,6.3,0.357,7.3,8.4,0.865,0.8,7.0,7.8,4.0,1.0,1.2,3.2,2.5,29.5
